,Bahan
1108,"['belimbing wuluh', 'asam jawa', 'lengkuas', 'daun salam', 'cabai merah', 'cabai rawit', 'hijau', 'bawang putih', 'bawang merah', 'jawa', 'daging sapi', 'kental']"
1109,"['jeruk', 'lemon', 'susu kental manis', 'strawberry', 'nata de coco', 'sunkist', 'hitam', 'semangka', 'mayonaise', 'anggur', 'merah']"
1110,"['bawang', 'ayam kampung', 'daun jeruk', 'rawit', 'daun salam', 'sambal', 'pala bubuk', 'jeruk nipis', 'jahe', 'cengkeh', 'seledri', 'bawang putih', 'kaldu bubuk', 'daun seledri', 'merica']"
1111,"['smoked beef', 'tepung roti', 'saus sambal', 'keju', 'dada ayam', 'parsley', 'bawang putih bubuk', 'wortel', 'tepung', 'mayonaise', 'kentang', 'buncis', 'merica', 'serbaguna', 'kulit']"
1112,"['bawang merah', 'terasi', 'kelapa', 'pipih', 'cabai merah keriting', 'daun jeruk', 'tuna', 'daun salam', 'santan', 'jahe', 'kunyit', 'kemiri', 'daging ikan', 'sate', 'serai', 'bawang putih', 'kental']"
1113,"['lada bubuk', 'sisakan', 'tepung terigu', 'kecap asin', 'jeruk nipis', 'putih telur', 'kuning telur', 'daun bawang', 'tepung tapioka', 'udang', 'bawang putih', 'kaldu bubuk', 'kulit', 'asin']"
1114,"['tepung ketan putih', 'kacang tanah', 'palm', 'daun pandan', 'jahe', 'tepung tapioka', 'kulit', 'merah', 'perwarna']"
1115,"['terasi', 'kecap manis', 'udang', 'bawang putih', 'bawang merah', 'buncis']"
1116,"['ikan patin', 'lengkuas', 'jeruk nipis', 'kemiri', 'kunyit', 'bawang putih', 'bawang merah', 'serai']"
1117,"['tepung terigu', 'kaldu ayam', 'telur', 'daun bawang', 'ayam', 'bawang putih', 'dady', 'wortel', 'kentang', 'margarin', 'tepung terigu', 'susu', 'bawang bombay']"
1118,"['lada bubuk', 'tepung terigu', 'jamur tiram', 'merica', 'baking powder', 'tepung beras']"
1119,"['kelapa', 'ayam', 'lengkuas', 'daun salam', 'jahe', 'kemiri', 'bawang putih', 'bawang merah', 'serai']"
1120,"['cabai rawit merah', 'jeruk nipis', 'cabai rawit hijau', 'kecap manis', 'jahe', 'kunyit', 'bawang putih', 'bawang merah', 'margarin', 'cumi', 'ketumbar']"
1121,"['kacang tanah', 'daun jeruk', 'merica bubuk', 'biji', 'kecap manis', 'ayam', 'bawang putih', 'sate', 'merah']"
1122,"['canola', 'tepung terigu', 'asli', 'vanilla', 'daun pandan', 'santan', 'putih telur', 'pandan', 'kuning telur', 'essence', 'kastor', 'lampir', 'ekstrak', 'kental']"
1123,"['cabai rawit merah', 'sedap', 'serai', 'daun salam', 'jahe', 'kunyit', 'ikan bandeng', 'tomat', 'bawang putih', 'bawang merah']"
1124,"['cake', 'cream cheese', 'bubuk', 'cream', 'whipped', 'sponge', 'coklat bubuk']"
1125,"['tepung sagu', 'daun pandan', 'merah', 'kelapa']"
1126,"['lemon', 'vanili', 'tepung terigu', 'telur', 'butter', 'kulit', 'zest', 'baking powder']"
1127,"['plain', 'merah', 'daun pandan']"
1128,"['ikan bandeng', 'biar', 'daun jeruk', 'serai', 'lengkuas', 'daun salam', 'masak', 'cabai rawit', 'kaldu ayam bubuk', 'timun', 'cuka', 'bawang merah', 'wortel']"
1129,"['vanili', 'tepung terigu', 'susu kental manis', 'keju', 'telur', 'kacang', 'meises', 'tepung tapioka', 'margarin', 'baking powder', 'tepung beras']"
1130,"['kerang hijau', 'daun salam', 'cabai rawit hijau', 'cabai merah', 'jahe', 'tomat', 'bawang putih', 'bawang merah', 'merah', 'cangkang', 'bawang bombay']"
1131,"['persegi', 'labu siam', 'telur puyuh', 'lengkuas', 'ebi', 'santan', 'cabai merah', 'kaldu bubuk', 'bawang merah', 'bawang putih', 'lunak', 'tempe']"
1132,"['ketumbar bubuk', 'daun salam', 'pala bubuk', 'kemiri', 'gandik', 'bawang putih', 'bawang merah', 'serai', 'merah', 'merica', 'daging sapi']"
1133,"['tepung terigu', 'ragi', 'keju', 'telur', 'susu bubuk', 'kuning telur', 'choco chips', 'coklat bubuk', 'margarin', 'susu']"
1134,"['kelapa', 'belimbing wuluh', 'ayam kampung', 'daun jeruk', 'rawit', 'biar', 'daun salam', 'daun pisang', 'santan', 'tomat hijau', 'putih', 'cabai', 'bawang putih', 'bawang merah', 'serai', 'merah']"
1135,"['cabai rawit merah', 'daun jeruk', 'telur puyuh', 'lengkuas', 'daun salam', 'santan', 'cabai merah', 'kecap manis', 'kemiri', 'bawang putih', 'bawang merah', 'kulit', 'merah', 'merica']"
1136,"['tepung terigu', 'soda kue', 'keju', 'vanilla', 'susu bubuk', 'telur', 'susu', 'fermipan', 'extract', 'margarin', 'baking powder', 'kental']"
1137,"['telur ayam', 'lada bubuk', 'ebi', 'daun bawang', 'kulit lumpia', 'udang', 'bawang putih', 'arik']"
1138,"['meses', 'mentega', 'tepung terigu', 'baking soda', 'susu kental manis', 'telur', 'susu bubuk', 'kacang', 'baking powder']"
1139,"['ayam', 'lengkuas', 'daun salam', 'jeruk nipis', 'jahe', 'kunyit', 'kemiri', 'bawang putih', 'serai', 'merica']"
1140,"['kelapa', 'bubuk', 'kopi', 'daun pandan', 'kolang kaling', 'kayu manis', 'santan', 'jahe', 'merah']"
1141,"['daun pandan', 'sagu mutiara', 'kelapa', 'santan']"
1142,"['daging sapi', 'alpukat', 'strawberry', 'sirsak', 'batu']"
1143,"['tawar', 'keju cheddar', 'mentega', 'lada', 'mozzarella', 'pala bubuk', 'makaroni', 'kaldu ayam bubuk', 'ayam', 'putih', 'aldente', 'bawang bombay', 'wortel', 'margarin', 'susu']"
1144,"['salad', 'sayur', 'lemon', 'tepung terigu', 'tepung roti', 'saus tartar', 'garlic', 'telur', 'jeruk nipis', 'powder', 'ikan dori', 'kentang', 'serbaguna']"
1145,"['daun pandan', 'santan', 'beras', 'tepung beras', 'jawa', 'kental']"
1146,"['jagung', 'daun pandan', 'santan', 'tawar', 'manis', 'susu', 'tepung beras']"
1147,"['daging sapi', 'saus sambal', 'worcestershire', 'butter', 'merica bubuk', 'roti burger', 'tomat', 'bawang bombay', 'mayonaise', 'selada', 'margarin', 'saus']"
1148,"['pipih', 'daun jeruk', 'daun salam', 'mie', 'merica bubuk', 'jahe', 'daun bawang', 'seledri', 'bawang putih', 'bawang merah', 'kaki sapi']"
1149,"['bayam', 'daun', 'kunyit', 'bawang putih', 'tepung maizena', 'ketumbar', 'tepung beras']"
1150,"['asam jawa', 'lengkuas', 'daun salam', 'kemiri', 'bawang putih', 'bawang merah', 'nasi putih', 'merah', 'ketumbar', 'daging sapi']"
1151,"['serai', 'bubuk', 'rumput laut', 'daun salam', 'kunyit', 'beras']"
1152,"['sedap', 'lengkuas', 'santan', 'cabai merah', 'cabai rawit', 'bawang putih', 'bawang merah', 'kencur', 'tempe']"
1153,"['terasi', 'daun salam', 'oncom', 'cabai rawit', 'daun bawang', 'tomat', 'bawang putih', 'bawang merah', 'kencur', 'leunca']"
1154,"['kapri', 'jamur', 'kering', 'ayam', 'jamur kuping', 'pala', 'biar', 'merica bubuk', 'jahe', 'putih', 'bawang putih', 'bawang merah', 'wortel', 'kentang', 'merica', 'lunak']"
1155,"['cabai rawit merah', 'terasi', 'tauge', 'kacang tanah', 'kol', 'asam jawa', 'kacang', 'terong', 'hijau', 'bawang putih', 'merah', 'kencur', 'ketimun']"
1156,"['kacang tanah', 'cabai merah keriting', 'kol', 'labu siam', 'bayam', 'asam jawa', 'kacang', 'cabai rawit', 'kecipir', 'bawang merah', 'merah', 'daun kemangi', 'rendamannya']"
1157,"['tepung maizena', 'saus tiram', 'saus sambal', 'bakau', 'kecap manis', 'daun bawang', 'bawang putih', 'bawang bombay', 'kepiting', 'merica', 'melintang', 'margarin']"
1158,"['kacang tanah', 'ayam', 'daun jeruk', 'telur', 'daun salam', 'sambal', 'santan', 'jahe', 'ikan teri', 'beras', 'serai', 'taburi', 'ketimun']"
1159,"['kelapa', 'labu siam', 'bayam', 'lengkuas', 'santan', 'kemiri', 'bawang putih', 'bawang merah', 'kulit', 'kencur', 'ketumbar']"
1160,"['cabai hijau', 'labu siam', 'asam jawa', 'lengkuas', 'jagung', 'kacang', 'daun salam', 'cabai merah', 'bawang putih', 'bawang merah', 'manis']"
1161,"['tepung maizena', 'bokcoy', 'kecap asin', 'bawang putih', 'bawang bombay']"
1162,"['meses', 'cooking', 'kacang', 'warna', 'warni', 'chocolate', 'dark', 'margarin', 'susu evaporasi']"
1163,"['kaldu jamur', 'daging sapi', 'keju', 'telur', 'mie', 'tepung panir']"
1164,"['muda', 'kelapa', 'biru', 'kuning', 'warna', 'hijau', 'segitiga', 'tepung maizena', 'merah', 'lilin', 'nutrijell']"
1165,"['cabai hijau', 'lengkuas', 'bawang bombay', 'cabai merah', 'cabai rawit', 'pare', 'bawang putih', 'bawang merah', 'kaldu bubuk', 'giling', 'tempe']"
1166,"['masak', 'cabai rawit', 'cuka', 'bawang merah', 'wortel']"
1167,"['adas', 'kaldu jamur', 'daging sapi', 'serai', 'pala', 'kayu manis', 'merica bubuk', 'kecap manis', 'jahe', 'biji', 'bawang putih', 'bawang merah', 'kapulaga', 'ketumbar', 'daging sapi']"
1168,"['cabai merah keriting', 'kelapa muda', 'lengkuas', 'daun salam', 'daun pisang', 'santan', 'cabai rawit', 'kental', 'bawang putih', 'bawang merah', 'teri nasi', 'merah', 'tempe']"
1169,"['bawang merah', 'melinjo', 'kelapa', 'cabai merah keriting', 'labu siam', 'lengkuas', 'jagung', 'terong', 'daun salam', 'santan', 'cabai merah', 'cabai rawit', 'kemiri', 'bawang putih', 'ungu', 'manis']"
1170,"['saus tiram', 'cabai merah keriting', 'petai', 'cabai rawit hijau', 'bawang putih', 'bawang merah', 'teri medan', 'jantung pisang']"
1171,"['cabai rawit merah', 'saus tiram', 'cabai merah keriting', 'kangkung', 'bawang putih', 'bawang merah']"
1172,"['has', 'daging sapi', 'daun jeruk', 'asam jawa', 'santan', 'cabai merah', 'kemiri', 'kunyit', 'jinten', 'bawang putih', 'bawang merah', 'serai', 'merah', 'ketumbar']"
1173,"['crackers', 'tepung terigu', 'ayam', 'telur', 'merica bubuk', 'seledri', 'asin', 'bawang bombay', 'bawang putih', 'wortel', 'margarin', 'susu']"
1174,"['bawang merah', 'lada bubuk', 'telur puyuh', 'kecap asin', 'kecap manis', 'bunga lawang', 'daun bawang', 'cengkeh', 'kemiri', 'bawang putih', 'bawang bombay', 'kapulaga']"
1175,"['ayam', 'daun jeruk', 'daun pandan', 'jeruk nipis', 'santan', 'daun', 'jahe', 'cabai merah', 'kemiri', 'kunyit', 'bawang putih', 'bawang merah', 'daun kemangi']"
1176,"['tape singkong', 'mentega', 'kelapa', 'daun pandan', 'santan']"
1177,"['cabai rawit merah', 'tepung sagu', 'terasi', 'asam jawa', 'daun bawang', 'bawang putih', 'kaldu bubuk', 'merica']"
1178,"['tauge', 'cabai merah keriting', 'kelapa muda', 'daun jeruk', 'kacang', 'kemiri', 'timun', 'bawang putih', 'merah', 'kencur']"
1179,"['margarin', 'terong']"
1180,"['tahu putih', 'pala', 'daun salam', 'kemiri', 'bawang putih', 'bawang merah', 'serai', 'merah', 'merica']"
1181,"['wijen', 'cabai merah keriting', 'sawi putih', 'saus tiram', 'telur puyuh', 'bawang putih', 'wortel', 'merica']"
1182,"['daun jeruk', 'santan', 'cabai rawit', 'jahe', 'kemiri', 'bawang merah', 'ketumbar', 'pala', 'daun salam', 'kol', 'kecap manis', 'tomat', 'serai', 'merica', 'muda', 'cabai merah', 'daun bawang', 'kental', 'daging kambing', 'bawang putih']"
1183,"['garpu', 'tepung terigu', 'jeruk nipis', 'merica bubuk', 'kuning telur', 'bawang putih', 'asin', 'tepung maizena', 'tepung terigu', 'cumi', 'baking powder']"
1184,"['petai', 'cabai merah', 'kunyit', 'udang', 'bawang putih', 'bawang merah', 'tempoyak']"
1185,"['tani', 'temu kunci', 'santan', 'kemiri', 'bawang merah', 'ketumbar', 'rebusan', 'telur', 'biji', 'serai', 'ikan gabus', 'sagu', 'temopo', 'sedap', 'kental', 'kaldu jamur', 'celimpungan', 'kunyit', 'bawang putih']"
1186,"['petis udang', 'tauge', 'kacang tanah', 'kangkung', 'asam jawa', 'cingur', 'bengkuang', 'cabai rawit', 'tahu', 'bawang putih', 'batu', 'pisang klutuk', 'merah', 'tempe']"
1187,"['tepung ketan', 'kacang tanah', 'warna', 'perisa', 'kastor']"
1188,"['saus tiram', 'belimbing wuluh', 'cabai hijau', 'daun jeruk', 'kaldu', 'lengkuas', 'cumi cumi', 'cabai rawit', 'jahe', 'bawang putih', 'bawang merah', 'serai', 'merica']"
1189,"['kangkung', 'bayam', 'labu kuning', 'jagung', 'merica bubuk', 'daun', 'daun bawang', 'beras', 'singkong', 'kaldu bubuk', 'serai', 'manis']"
1190,"['lengkuas', 'daun salam', 'kacang', 'cabai rawit', 'kepala', 'kecap manis', 'udang', 'bawang putih', 'bawang merah', 'merica', 'tempe']"
1191,"['kelapa', 'pasta', 'daun pandan', 'santan', 'pandan', 'tepung beras']"
1192,"['kapuh', 'kacang tanah', 'asam jawa', 'daun pandan', 'daun salam', 'telunjuk', 'santan', 'cabai merah', 'biji', 'kunyit', 'beras', 'kentang', 'sirih', 'tempe']"
1193,"['tani', 'santan', 'pandan', 'kuning telur', 'sagu', 'kental']"
1194,"['lombok', 'bawang', 'cabai hijau', 'lengkuas', 'santan', 'cabai merah', 'jahe', 'kunyit', 'kemiri', 'jinten', 'cabai rawit', 'bawang putih', 'bawang merah', 'ikan pe', 'tempe']"
1195,"['tanjung', 'kacang tanah', 'kol', 'masak', 'ebi', 'bengkuang', 'cabai merah', 'nanas', 'cuka', 'bawang putih', 'merah']"
1196,"['kelapa', 'santan', 'singkong', 'merah', 'tepung beras']"
1197,"['jeruk nipis', 'ikan nila', 'kecap manis', 'bawang putih', 'merah', 'saus tomat']"
1198,"['tepung terigu', 'vanilla', 'kuning', 'pisang kapok', 'warna', 'kipas', 'essence', 'tepung beras']"
1199,"['tepung maizena', 'tepung terigu', 'ayam', 'paprika hijau', 'kecap asin', 'putih telur', 'cabai merah', 'nanas', 'bawang putih', 'bawang bombay', 'wortel', 'merica']"
1200,"['tepung sagu', 'tepung terigu', 'tani', 'kecap asin', 'tiram', 'putih telur', 'saos', 'ayam', 'udang', 'kaldu bubuk', 'wortel', 'merica', 'giling']"
1201,"['daun kemangi', 'ayam', 'daun jeruk', 'daun salam', 'santan', 'beras', 'kaldu bubuk', 'serai', 'pasak']"
1202,"['lemon', 'tepung maizena', 'ikan dori', 'bawang putih', 'baby potato', 'kulit', 'oregano', 'merica', 'olive']"
1203,"['saus tiram', 'daun jeruk', 'lengkuas', 'daun salam', 'tomat hijau', 'cabai rawit', 'jahe', 'kecap manis', 'bawang putih', 'bawang merah', 'asin', 'cumi']"
1204,"['serai', 'daun jeruk', 'ikan tuna', 'daun salam', 'santan', 'beras', 'bawang putih']"
1205,"['lada', 'serai', 'ayam', 'rempah', 'pala', 'daun jeruk', 'telur', 'mie', 'biji', 'kayu manis', 'jahe', 'kemiri', 'bunga lawang', 'putih', 'bawang putih', 'bawang merah', 'kapulaga']"
1206,"['tahu putih', 'telur', 'telur puyuh', 'putih telur', 'bawang putih', 'kaldu bubuk', 'wortel', 'merica']"
1207,"['keju', 'elbow', 'jagung', 'makaroni', 'bawang putih', 'manis']"
1208,"['masak', 'kacang', 'kacang mete', 'kurma', 'cokelat']"
1209,"['kelapa', 'cabai merah keriting', 'ikan kakap', 'lengkuas', 'jeruk nipis', 'santan', 'kepala', 'kemiri', 'kunyit', 'jahe', 'bawang putih', 'bawang merah', 'merah', 'ketumbar']"
1210,"['jeruk', 'lemon', 'tepung terigu', 'tepung maizena', 'kayu manis', 'unsalted butter', 'palem', 'kuning telur', 'apel', 'hijau']"
1211,"['cabai rawit merah', 'petai', 'lengkuas', 'daun salam', 'kembang turi', 'teri', 'bawang putih', 'bawang merah']"
1212,"['telur ayam', 'tepung terigu', 'bubuk', 'kayu manis', 'daging kambing', 'santan', 'bunga lawang', 'kari', 'daun kari', 'serai', 'kentang', 'margarin', 'kental']"
1213,"['sedap', 'cabai keriting', 'daging kambing', 'kecap manis', 'cabai rawit', 'kemiri', 'nanas', 'bawang putih', 'bawang merah', 'serai', 'merica']"
1214,"['kaldu jamur', 'kacang tanah', 'bawang', 'bihun', 'telur', 'sambal', 'jeruk nipis', 'kemiri', 'daun bawang', 'seledri', 'singkong', 'bawang merah', 'bawang putih', 'merica', 'daging sapi']"
1215,"['biji selasih', 'daging sapi', 'kelapa muda', 'hela', 'daun pandan', 'keruk', 'santan', 'mangga kweni', 'batu', 'kuini']"
1216,"['plain', 'tepung maizena', 'daging sapi', 'vanilla', 'mangga', 'susu']"
1217,"['kaldu jamur', 'kelapa', 'kayu manis', 'kecap manis', 'cengkeh', 'bawang putih', 'bawang merah', 'merah', 'merica', 'kapulaga', 'ketumbar', 'daging sapi']"
1218,"['kacang almond', 'mentega', 'tepung maizena', 'tepung terigu', 'putih telur']"
1219,"['daun kemangi', 'ikan patin', 'daun jeruk', 'lengkuas', 'daun salam', 'jeruk nipis', 'jahe', 'tomat', 'nanas', 'serai', 'ikan']"
1220,"['kelapa', 'putih', 'ketan']"
1221,"['tepung sagu', 'kaldu jamur', 'telur', 'bawang putih', 'ikan tenggiri', 'giling']"
1222,"['kelapa', 'daun jeruk', 'lengkuas', 'daun salam', 'kayu manis', 'santan', 'cabai rawit', 'bunga lawang', 'biji', 'putih', 'bunga lawang', 'serai', 'jawa', 'kapulaga', 'daging sapi']"
1223,"['has', 'bubuk', 'pala bubuk', 'merica bubuk', 'cengkeh', 'tomat', 'bawang putih', 'bawang bombay', 'jawa', 'merah', 'margarin', 'daging sapi']"
1224,"['lada', 'cabai hijau', 'daun jeruk', 'lengkuas', 'daun salam', 'jeruk nipis', 'tomat hijau', 'cabai rawit', 'kecap manis', 'saos', 'tiram', 'bawang putih', 'bawang bombay', 'biar', 'cumi']"
1225,"['daun jeruk', 'lengkuas', 'daun salam', 'kayu manis', 'santan', 'kecap manis', 'jahe', 'kemiri', 'jinten', 'bawang putih', 'bawang merah', 'ketumbar', 'daging sapi']"
1226,"['kering', 'bake', 'oregano', 'parsley', 'lasagna', 'saos', 'merica bubuk', 'keju mozarella', 'tomat', 'jamur merang', 'bawang putih', 'bawang bombay', 'kulit', 'basil', 'merah', 'daging sapi']"
1227,"['telur ayam', 'kelapa', 'lengkuas', 'santan', 'cabai merah', 'jahe', 'kemiri', 'asam kandis', 'bawang putih', 'bawang merah', 'serai']"
1228,"['kacang hijau', 'vanili', 'susu kental manis', 'roti tawar', 'instant', 'daun pandan', 'santan', 'merah']"
1229,"['telur ayam', 'kelapa', 'pala', 'daun salam', 'santan', 'kemiri', 'bawang putih', 'bawang merah', 'serai', 'merah', 'merica', 'kental']"
1230,"['telur ayam', 'lengkuas', 'teh', 'bawang putih', 'bawang merah', 'kulit']"
1231,"['telur', 'cream cheese', 'jeruk nipis']"
1232,"['asam jawa', 'lengkuas', 'telur puyuh', 'daun salam', 'kecap manis', 'bawang putih', 'bawang merah', 'merah', 'ketumbar']"
1233,"['terasi', 'muda', 'mengkal', 'pepaya', 'asam jawa', 'cabai merah', 'ice cream', 'mangga', 'nanas', 'putar', 'merah', 'kedondong']"
1234,"['kelapa', 'cabai merah keriting', 'daun salam', 'santan', 'daun', 'cabai rawit', 'singkong', 'bawang merah', 'serai', 'teri medan', 'bawang putih']"
1235,"['vanili', 'bubuk', 'daun pandan', 'santan', 'kental', 'pisang raja', 'tepung beras']"
1236,"['sirup', 'kolang kaling', 'raspberry']"
1237,"['tepung terigu', 'telur', 'merica bubuk', 'santan', 'tepung tapioka', 'kaldu bubuk', 'margarin', 'kental']"
1238,"['sedap', 'tepung sagu', 'tepung terigu', 'bawang', 'kaldu', 'ebi', 'kecoklatan', 'daun bawang', 'tepung tapioka', 'tulang daging', 'bawang putih', 'kulit', 'merica', 'tepung kanji']"
1239,"['cabai merah keriting', 'hela', 'saus tiram', 'merica', 'lengkuas', 'daun salam', 'jeruk nipis', 'jahe', 'daun bawang', 'cabai', 'bawang putih', 'serai', 'kerang dara', 'saus tomat', 'saus']"
1240,"['cabai rawit merah', 'keriting', 'daun jeruk', 'daun salam', 'cabai rawit', 'tomat', 'bawang putih', 'bawang merah', 'jengkol', 'merah']"
1241,"['tepung maizena', 'tepung terigu', 'telur', 'tahu', 'ayam', 'bawang putih', 'bawang bombay', 'tepung panir', 'giling']"
1242,"['bayam', 'jagung', 'tomat', 'bawang merah', 'merah', 'manis']"
1243,"['mentega', 'tepung terigu', 'ragi', 'keju', 'skm', 'putih', 'susu']"
1244,"['muda', 'ayam', 'jagung', 'oyong', 'bawang putih', 'bawang merah', 'kulit', 'keras', 'kaldu bubuk']"
1245,"['daun jeruk', 'tepung tapioka', 'rebon', 'lengkuas', 'daun salam', 'santan', 'putih', 'udang', 'kaldu bubuk', 'serai', 'didih', 'tepung beras']"
1246,"['cooking', 'pasta coklat', 'bubuk', 'butter', 'telur', 'susu bubuk', 'didih', 'gelatin', 'cream', 'putih', 'whipped', 'chocolate', 'dark', 'susu']"
1247,"['lada', 'tahu putih', 'putih telur', 'daun bawang', 'kecap ikan', 'tepung tapioka', 'udang', 'bawang putih']"
1248,"['kelapa', 'daging sapi', 'asam jawa', 'lengkuas', 'bawang putih', 'bawang merah', 'serai', 'merah', 'ketumbar']"
1249,"['biji selasih', 'kelapa muda', 'jeruk nipis', 'melon', 'batu']"
1250,['singkong']
1251,"['sedap', 'tepung terigu', 'keju', 'telur', 'butter', 'makaroni', 'bawang putih', 'bawang bombay', 'merica', 'susu']"
1252,"['cabai rawit merah', 'daun kunyit', 'kelapa', 'keriting', 'daun jeruk', 'lengkuas', 'santan', 'cabai rawit', 'kemiri', 'bawang putih', 'bawang merah', 'serai', 'jengkol', 'kental']"
1253,"['tepung terigu', 'kaldu ayam', 'telur', 'kaleng', 'asparagus', 'jahe', 'bawang bombay', 'krim', 'kental']"
1254,"['lada bubuk', 'kaldu jamur', 'tahu putih', 'telur', 'daun bawang', 'bawang putih', 'wortel']"
1255,"['ketumbar bubuk', 'terasi', 'jeruk limau', 'cabai merah', 'cabai rawit', 'tomat', 'bawang putih', 'bawang merah', 'merah', 'tempe']"
1256,"['muda', 'cabai merah keriting', 'kuning', 'warna', 'mangga', 'kapur sirih']"
1257,"['muda', 'lada', 'rebung', 'saus tiram', 'telur', 'dada ayam', 'kecap manis', 'daun bawang', 'kecap inggris', 'kulit lumpia', 'kaldu bubuk', 'bawang bombay', 'bawang putih', 'arik']"
1258,"['kacang almond', 'pasta', 'bubuk', 'icing', 'sugar', 'vanilla', 'masak', 'jeruk nipis', 'putih telur', 'warna', 'hilang', 'oreo', 'putih', 'cokelat', 'krim', 'whipping cream']"
1259,"['ayam', 'cabai keriting', 'daun jeruk', 'asam jawa', 'daun salam', 'santan', 'cabai merah', 'jahe', 'bawang putih', 'bawang merah', 'merah']"
1260,"['cabai rawit merah', 'bubuk', 'daun salam', 'ebi', 'cabai rawit hijau', 'jahe', 'kunyit', 'kemiri', 'bawang putih', 'bawang merah', 'ceker ayam']"
1261,"['bawang merah', 'terasi', 'acar', 'kol', 'bubuk', 'telur', 'dada ayam', 'ebi', 'cabai merah', 'kemiri', 'timun', 'bawang putih', 'nasi putih']"
1262,"['bawang bombay', 'lada bubuk', 'sedap', 'kaldu udang', 'bubuk', 'jeruk nipis', 'jahe', 'tomat', 'bawang putih', 'daun seledri', 'ikan salmon']"
1263,"['mentega', 'vanili', 'pasta', 'susu kental manis', 'telur', 'susu bubuk', 'mayonnaise', 'strawberry', 'kuning telur', 'coklat bubuk', 'tepung maizena', 'margarin', 'kental']"
1264,"['sedap', 'bubuk kari', 'cabai merah keriting', 'ayam', 'bubuk', 'telur', 'cabai merah', 'kecap manis', 'ceplok', 'seledri', 'timun', 'nasi putih', 'bawang merah']"
1265,"['cabai merah keriting', 'lengkuas', 'biji', 'cabai merah', 'tomat', 'kaldu bubuk', 'bawang merah', 'bawang putih', 'kentang']"
1266,"['plain', 'blue', 'jeruk', 'milkshake', 'bubuk', 'melon', 'nutrijell', 'vanila', 'nutrisari', 'mangga', 'coklat bubuk', 'susu full cream']"
1267,"['lada bubuk', 'tepung terigu', 'ayam', 'jahe', 'kipas', 'tepung tapioka', 'nanas', 'bawang putih', 'timun', 'wortel', 'bawang bombay']"
1268,"['kiwi', 'pepaya', 'bubuk', 'jagung', 'melon', 'warna', 'vanila', 'kuning telur', 'kipas', 'nanas', 'semangka', 'tepung', 'susu full cream', 'merah', 'susu']"
1269,"['ketumbar bubuk', 'tepung terigu', 'baking soda', 'kaldu ayam bubuk', 'tepung tapioka', 'jamur enoki', 'bawang putih', 'jinten']"
1270,"['daun seledri', 'mentega', 'daun bawang', 'udang', 'kaldu bubuk', 'wortel', 'kentang']"
1271,"['bawang merah', 'asam jawa', 'lengkuas', 'kecap manis', 'lemak sapi', 'bawang putih', 'sate', 'kencur', 'ketumbar', 'daging sapi']"
1272,"['spaghetti', 'sisakan', 'kering', 'bubuk', 'parsley', 'udang', 'hitam', 'cabai', 'keju parmesan', 'merica', 'zaitun']"
1273,"['keju cheddar', 'cooking cream', 'ayam', 'jagung', 'masak', 'margarin', 'kuning telur', 'krim', 'bawang putih', 'puff', 'wortel', 'kaldu bubuk', 'merica', 'pastry', 'bawang bombay']"
1274,"['daun seledri', 'kol', 'biji', 'kecap manis', 'merica bubuk', 'daun bawang', 'tomat', 'udang', 'bawang putih', 'bawang merah', 'mie kuning', 'cuka', 'kaldu bubuk', 'cumi']"
1275,"['kelapa muda', 'daun jeruk', 'daun salam', 'cabai merah', 'jahe', 'kemiri', 'kunyit', 'bunga lawang', 'bawang putih', 'bawang merah', 'serai', 'merah', 'daging sapi']"
1276,"['madu', 'lalap', 'mentega', 'lada', 'iga sapi', 'kecap', 'kayu manis', 'timun', 'tomat', 'bunga lawang', 'bawang putih', 'bawang bombay', 'selada']"
1277,"['tahu kuning', 'daun bawang', 'tegal', 'kaldu bubuk', 'bawang putih', 'tepung kanji']"
1278,"['sayur', 'soda kue', 'butter cream', 'foundant', 'bubuk', 'telur', 'kayu manis', 'palem', 'wortel', 'baking powder']"
1279,"['ragi instant', 'tepung terigu', 'baking soda', 'bawang putih bubuk', 'cabai', 'tepung maizena', 'saus tomat', 'baking powder', 'saus']"
1280,"['daun pandan', 'kayu manis', 'jahe', 'cengkeh', 'merah']"
1281,"['keju cheddar', 'susu kental manis', 'daun salam', 'santan', 'oreo', 'beras ketan putih', 'putih', 'tepung maizena', 'susu']"
1282,"['mentega', 'ragi instant', 'tepung terigu', 'saus tiram', 'kecap manis', 'kuning telur', 'bawang putih', 'bawang bombay', 'tepung terigu', 'daging giling']"
1283,"['bawang merah', 'merica', 'kaldu ayam', 'jagung', 'bawang putih', 'buncis', 'wortel', 'manis', 'margarin']"
1284,"['tahu putih', 'kaldu ayam', 'daun bawang', 'bawang putih', 'bawang merah', 'wortel', 'merica']"
1285,"['tahu putih', 'cabai merah keriting', 'telur', 'daun pisang', 'cabai rawit', 'kunyit', 'kemiri', 'bawang putih', 'bawang merah', 'daun kemangi']"
1286,"['telur ayam', 'sate', 'telur', 'merica bubuk', 'daun bawang', 'ayam', 'tepung tapioka', 'bawang merah', 'giling']"
1287,"['keju cheddar', 'ketumbar', 'singkong']"
1288,"['cabai rawit merah', 'kelapa', 'cabai merah keriting', 'telur', 'terong', 'santan', 'kemiri', 'ungu', 'kencur']"
